,Unnamed: 0,T_ID,T_AID,T_Text
40697,40697,100141,200271,"
بدأت وزارة البيئة والمياه والزراعة في إصدار الرخص الزراعية إلكترونياً عبر نظام ""سجل"" من خلال البوابة الإلكترونية للوزارة، وذلك استعداداً لتطبيق الضوابط والشروط لقرار إيقاف زراعة الأعلاف الخضراء في 25 صفر المقبل، وفقاً لقرار مجلس الوزراء رقم 66 بتاريخ 25 صفر 1437هـ، القاضي بإيقاف زراعة الأعلاف.
وأوضح مدير عام مشروع إيقاف زراعة الأعلاف الخضراء، وتطوير السجل الزراعي في الوزارة المهندس محمد العبداللطيف، أن الوزارة شرعت في إصدار الرخص الزراعية للمزارعين وفق ضوابط إيقاف زراعة الأعلاف الخضراء، وسيتمكن المزارعون الذين سجلوا في برنامج ""سجل"" وتنطبق عليهم الشروط من إصدار رخصهم مباشرة بشكل إلكتروني بدون الحاجة لمراجعة فروع الوزارة، وذلك بعد استلامهم رسالة نصية من الوزارة عبر الجوال، وذلك عبر الدخول لموقع الوزارة واستكمال إجراءات إصدار الرخصة عبر الرابط التالي: https://sajil.mewa.gov.sa/.
وشدد العبداللطيف على أنه لا يمكن إصدار سجل زراعي لمن لم يقم بتسجيل مزرعته عبر ""سجل""، وذلك حسب ما ورد في نص ضوابط تطبيق قرار مجلس الوزراء، فإنه يلتزم كل من يزاول النشاط الزراعي بالحصول على سجل زراعي من وزارة البيئة والمياه والزراعة، ويحدد فيه نوع نشاطه والمساحة المزروعة وإحداثيات المزرعة.
وألزمت الوزارة مؤخراً الشركات والمؤسسات الزراعية بعدم بيع بذور الأعلاف للمزارعين إلا بعد الحصول على الرخصة الزراعية الصادرة من الوزارة، والتي يتم بموجبها تحديد نوع وكمية البذور وفق نوع المحصول والمساحة المقررة بالرخصة، ولن يتم السماح لمن ليس لديه رخصة زراعية بزراعة الأعلاف، أو الاستمرار في زراعة الأعلاف اعتباراً من تاريخ تطبيق القرار في 25 صفر 1440هـ.
وأكملت الوزارة تسجيل 21426 مزرعة في برنامج ""سجل"" منذ بداية إطلاقه في تاريخ 6 / 2 / 1439هـ حتى الآن، وتبلغ أعدد المزارع المؤهلة للاستمرار في زراعة الأعلاف حتى الآن نحو 10582 مزرعة. وتستهلك زراعة الأعلاف حوالي 17 مليار متر مكعب من المياه سنوياً، سينخفض إلى حدود 8 مليارات متر مكعب من المياه سنوياً، بعد تطبيق قرار إيقاف زراعة الأعلاف."
208468,208468,256821,513633,"
قام مدير الأمن العام الفريق عثمان بن ناصر المحرج يرافقه قائد قوات أمن الحج الفريق خالد بن قرار الحربي وعدد من قادة قوات أمن الحج بزيارة لمنطقة المدينة المنورة وقف خلالها على استعدادات أجهزة الأمن العام لمباشرة مهامهم الأمنية لموسم الحج.. وفور وصوله اجتمع بمدير شرطة منطقة المدينة المنورة ومديري وقادة أفرع الأمن العام الذين قاموا بعرض خططهم الأمنية والمرورية والتنظيمية وخطط الطوارئ في المسجد النبوي الشريف وساحاته وطريقة توزيع القوى العاملة والانتشار الميداني للقوى البشرية والطريقة التي سيتم بها إدارة الحشود عند مداخل المسجد النبوي وتوزيع الكثافات في الروضة الشريفة وأثناء السلام على الرسول صلى الله عليه وسلم وصاحبيه رضي الله عنهما. كما استمع لشرح وافٍ عن الخطط المعدة من أفرع الأمن الرئيسية خلال هذا الموسم (قوات الطوارئ الخاصة -الدوريات - والمرور وأمن الطرق).
وعقب على ما استمع إليه من شرح للخطط ناقلاً في البداية تحيات وتقدير صاحب السمو الملكي الأمير محمد بن نايف بن عبدالعزيز ال سعود ولي العهد نائب رئيس مجلس الوزراء وزير الداخلية حفظه الله لكافة المجتمعين قائلا إن سموه حملني نقل هذا التقدير لكافة منسوبي الأمن العام في المدينة المنورة على ما يبذلونه من جهود طوال العام، أثنى على الإعداد الجيد للخطط المعدة لاستقبال هذا الموسم الشريف متمنياً من الجميع إخلاص النية لله ونكران الذات وبذل المزيد من الجهد واحتساب الأجر من الله أثناء أداء هذه المهمة الشريفة متمنيا للجميع التوفيق والسداد."
64254,64254,105933,211855,"
كشف مدير الاحتراف في نادي الحزم الدكتور فهد العايد، أن إدارة ناديه وفقت بنسبة كبيرة في اختياراته اللاعبين الأجانب بالتعاقد مع الثلاثي البرازيلي لويز مورالها وفاقنر اليماو والميد كنتارا والإكوادوري كارلوس فيراود والكولومبي جون باجوي والسوري يوسف قلفا، بعد تقديمهم مستوى مميزا خلال المعسكر، مشيرا إلى تبقي الأجنبي الثامن الذي سيعلن اسمه قريبا.
وأكد لـ»دنيا الرياضة»  أن «معسكر الحزم في النمسا يسير وفق ما خطط له؛ نظرا لتوافر كل العوامل المساعدة على النجاح، وأهمها الملاعب ومرافقها المختلفة التي يحتاج إليها كل فريق في مرحلة إعداده للموسم الجديد، ولعل العامل الرئيس في نجاح المعسكر الروح العالية، والإصرار لدى اللاعبين على كسب الوقت، وسباقهم مع الزمن للوصول إلى الجاهزية التامة قبل مرحلة الختام»، مشددًا على أن «المعسكر حقق الفائدة المرجوة منه».
وأضاف «مدرب الفريق دانيال ايسايلا يحاول الوقوف على مستويات اللاعبين وتطبيق التكتيك المناسب، وقد لاحظنا ارتفاع مستوى اللاعبين من مباراة إلى أخرى، وأمام الفريق مرحلة إعداد أخيرة، من شأنها رفع تجانس الفريق قبل بداية الدوري السعودي للنجوم».
وأوضح العايد أن «المعسكر الخارجي لم يرتكز على الجانب الفني فقط، بل هناك جوانب عدة تمت الاستفادة منها من الجانبين اللياقي والصحي».
وشدد العايد على ثقته بأن مباريات فريقه ستلعب على أرضه وبين جماهيره.



د. فهد العايد"
83677,83677,239481,478953,"
كرم مساعد مدير عام التعليم بمنطقة الرياض للشؤون المدرسية وللشؤون التعليمية حمد بن عبدالله الشنيبر، الطلاب الفائزين ببينالي عسير الدولي لرسوم الاطفال 2016م، والذي نظمته الإدارة العامة للتعليم في منطقة عسير.
وتم تكريم الطالب عبدالرحمن العريفي من ابتدائية سالم بن عوف، والطالب مؤيد محمد من ابتدائية سمرة بن جندب، والطالب حسين الأسود من متوسطة نجد الأهلية، والطالب أثير القداح، والطالب مهند الفيصل من ابتدائية النوابغ الأهلية، بحضور مدير إدارة النشاط الطلابي أنور أبو عباة، ورئيس قسم النشاط الفني سليمان الرويشد، ومشرف النشاط الفني سليمان السحيباني، وممثلي المدارس التي يدرس بها الطلاب الفائزون.
وقدم الشنيبر شكره للطلاب الفائزين، مشيراً إلى أنهم خير من يمثل الوطن وأن الإدارة مستعدة لتذليل الصعاب أمامهم."
262565,262565,183121,366233,"
واصل الدولار الأمريكي تراجعه أمام العملات الرئيسية الأخرى ليصل إلى أقل مستوى له منذ 15 شهرا في ظل تزايد المخاوف بشأن الاقتصاد الأمريكي والغموض السياسي في واشنطن.
ومع استمرار تراجع العملة الأمريكية للشهر الخامس على التوالي بنهاية الشهر الماضي انخفضت قيمة الدولار إلى أقل مستوى لها منذ 15 شهرا. وتراجع الدولار إلى 85 يوروسنت أمام اليورو و76 بنس لكل دولار أمام الجنيه الإسترليني وإلى 110.29 ين امام العملة اليابانية.
جاء هذا التراجع في أعقاب البيانات الأمريكية التي أظهرت استمرار معدل التضخم في النطاق الذي لا يتيح لمجلس الاحتياط الاتحادي (البنك المركزي) الأمريكي التفكير في زيادة أسعار الفائدة خلال الشهور القليلة المقبلة.
وكان مؤشر أسعار المستهلك في الولايات المتحدة قد ارتفع بنسبة 1.5% خلال يونيو الماضي، بعد ارتفاعه بنفس الوتيرة في مايو الماضي. ويستهدف مجلس الاحتياط الاتحادي الوصول بمعدل التضخم الأساسي 2% سنويا.
يأتي ذلك فيما أظهر تقرير لوزارة التجارة الأمريكية نشر اليوم الثلاثاء استقرار متوسط الدخل الشخصي للأمريكيين خلال يونيو الماضي دون تغيير، في الوقت الذي كان المحللون يتوقعون ارتفاع الدخل.
وذكر التقرير أن متوسط الدخل الشخصي تراجع خلال يونيو بأقل من عشر نقطة مئوية بعد ارتفاعه بنسبة 3ر0% وفقا للبيانات المعدلة للشهر السابق.
كان المحللون يتوقعون ارتفاع الدخل الشخصي بنسبة 0.4% خلال يونيو الماضي مقابل ارتفاع بنسبة 4ر0% خلال مايو الماضي وفقا للبيانات الأولية. وتراجعت المدخرات الأمريكية خلال يونيو الماضي إلى 4ر546 مليار دولار مقابل 564.7 مليار دولار خلال الشهر السابق."
46418,46418,207501,414993,"
انتقلت إلى رحمة الله تعالى لولوة صالح الدوس حرم عبدالله الهديان، وصُلّي عليها بعد صلاة عصر أمس الثلاثاء في جامع الملك خالد بأم الحمام، ودفنت في مقبرة العودة بالدرعية.
والعزاء للرجال والنساء في بيت ابنها د. ماجد الهديان بحي الواحة، ويتقبل العزاء على جوال ابنها عبدالمحسن 0555211125.
تغمد الله الفقيدة بواسع رحمته وأسكنها فسيح جناته.
""إنا لله وإنا إليه راجعون""."
122441,122441,30419,60827,
19013,19013,242102,484195,"
قالت وسائل إعلام محلية إن ستة أشخاص تعرضوا للطعن مما أدى إلى وفاة ثلاثة منهم في منزل في نيوآرك بولاية نيوجيرزي الأمريكية يوم السبت، وقالت صحيفة نيوآرك ستار-ليجر في تقرير على موقعها على الانترنت إنه لم يتم اعتقال أحد في الحادث . ووصفت الصحيفة في تقريرها تواجد الشرطة بشكل كبير في الموقع، ولم يصدر أي شيء عن حالة الجرحى.
ولم يصدر تأكيد رسمي عن صحة هذه التقارير التي جاءت بعد يوم واحد من طعن شخصين وإصابة الشخص الذين يُشتبه بأنه هاجمهما في كلية إدارة الأعمال بجامعة روتجرز في الولاية، ولم يظهر ما يشير إلى وجود صلة بين الحادثين."
121418,121418,29672,59333,"
أشارت دراسة تحليلية إلى أن تناول الأطفال المصابين بالتوحد مكملات غذائية غنية بالفيتامينات والأحماض الدهنية أوميجا 3 قد يقلل لديهم أعراض المرض.
وحلل الباحثون بيانات من 27 دراسة تجريبية شملت في الإجمال 1028 طفلا مصابا باضطراب التوحد، وقسم الباحثون المشاركين لمجموعات عشوائية لتناول مكملات غذائية متنوعة بما يشمل الفيتامينات وأوميجا 3 أو تناول دواء وهمي.
وخلص الباحثون في الدراسة التي نشرت في دورية (بيدياتركس) إلى أن المكملات الغذائية المحتوية على الفيتامينات وأوميجا 3 كانت أكثر فاعلية في تحسين الكثير من أعراض المرض.
وأضافوا أن هذا التأثير تباين في الدراسات المختلفة لكنه شمل تحسن مهارات اللغة والتفاعل الاجتماعي والانتباه والنوم والتواصل وتقليل تكرار السلوك وسرعة الانفعال.
وقال د. ديفيد فراجواس كبير باحثي الدراسة والباحث في مستشفى جريجوريو مارانيون العام وجامعة كمبلوتنسي بمدريد ""تشير تلك النتائج إلى أن بعض التدخل في الحمية الغذائية قد يكون له دور في إدارة علاج بعض الأعراض المتعلقة بخلل الوظائف لدى المصابين بالتوحد"".
وأشار الباحثون في الدراسة إلى أن تحليلهم اعتمد على بيانات دراسات تجريبية محكمة لكنها اختبرت أنواعا مختلفة من المكملات كما تنوعت طرق قياس النتائج مما منع دراستهم من الخروج بنتيجة حاسمة عن نوع وكمية المكملات المناسبة للأطفال المصابين بالتوحد.
ووفقا للمراكز الأميركية لمكافحة الأمراض والوقاية منها يصاب طفل من بين 59 تقريبا بالتوحد، وعادة يتم تشخيص الإصابة بالمرض لدى الأولاد أكثر من البنات.
وعلى الرغم من أن الدراسة الحالية أظهرت أن المكملات الغذائية تلك تساعد فيما يبدو الأطفال المصابين إلا أن فراجواس اعترف بأن من السابق لأوانه توصية الآباء بالبدء في إعطائها لأطفالهم. وتقول أكاديمية التغذية وعلم النظم الغذائية إن ما يعقد الأمور بالنسبة للأطفال المصابين بالتوحد هو أن الكثير منهم يعانون من مشكلات متعلقة بالطعام أيضا إذ قد يكون لديهم حساسية عالية لمذاق ورائحة ولون وملمس بعض الأطعمة أو يأكلون أنواعا مختارة فقط كما قد تؤثر بعد الأدوية على شهيتهم.
وتنصح الأكاديمية بزيارة الأطفال المصابين بالتوحد لخبير تغذية متخصص قبل اتباع أي حمية للتأكد من حصولهم على كل العناصر الغذائية والسعرات التي يحتاجونها لنموهم."
270450,270450,273580,547151,"
قال عضو الأمانة العامة لتيار الغد السورى قاسم الخطيب إن سورية في الوضع الراهن تعيش حالة من الاستمرار المخيف للإجرام الأسدي الممنهج، مشيراً إلى استمرار الروس والإيرانيين في دعم نظام الأسد.
وقال الخطيب لـ»الرياض»: «إن التاريخ سوف يشهد أن حاكماً مجرماً مثل بشار يمنع القوت عن شعبه ويحاصر مدنهم ويجوع المدنيين من أجل البقاء في كرسي الحكم، والأمم المتحدة باتت تتوسل إلى هذا المجرم من أجل أن يدخل مساعدات غذائية محدودة الكم والعدد.
وأكد الخطيب أن النظام الإيراني المجرم لازال يلعب بنار الطائفية في المنطقة وسورية جزء من هذا الحريق الذي يستمر في إشعاله، مشيراً الى  أن المملكة تتصدى للمشروع الإيراني الفارسي، وتطيح بالمخططات التي تحاك ضد المنطقة."
132839,132839,38500,76989,"
أكدت الدكتورة أمل عبدالله القبيسي رئيسة المجلس الوطني الاتحادي الإماراتي، أن دولة الإمارات منذ تأسيسها على يد المغفور له الشيخ زايد بن سلطان آل نهيان -رحمه الله- تمثل نموذجاً رائداً وملهماً للعطاء الإنساني الذي لا يعرف الحدود أو الحواجز، وتعمل جاهدة لتجاوز جميع التحديات من أجل تقديم المساعدة للمحتاجين إليها للملايين حول العالم من دون تفرقة بين لون وجنس ودين وعرق والمساهمة في تحقيق التنمية والاستقرار والسلام في العالم كله. وأكدت القبيسي أن الإنجازات العظيمة التي حققتها الإمارات في مجال المساعدات على المستوى العالمي تبعث في نفوسنا جميعاً المزيد من الفخر."
242945,242945,175778,351547,"
تسلم الأمين العام لبرنامج خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز للحج والعمرة عبدالله المدلج صورة نادرة للملك فيصل بن عبدالعزيز رحمة الله أثناء زيارته للسودان عام 1966 م ، من الحاج السوداني أحمد بن محمد حمد أبو سن ناظر عموم الشكرية في ولاتى الكسلا و القضارف. تمهيدا لتسلميها إلى خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز حفظه الله بناء على طلب الحاج السوداني.
وقال الحاج السوداني التقطت هذه الصوره عام 1966 م قبل ( 51 ) سنه حينها كان الملك فيصل رحمه الله في زياره للسودان ، وخص نظارة الشكرية بالمنطقة الشرقية من السودان وناظره والدى محمد أبو سن رحمه الله بزيارة حيث استصحب الملك فيصل أعضاء الحكومة السودانية أعضاء مجلس السيادة في ذلك الوقت معه في زيارة والدى.
وأقام والدى رحمه الله حفل كبير في منطقة خشم القربة ، بعد ذلك تحركوا إلى منطقة البطانة و أهلها عرب رحل عاح 1966م ثم أتوا أبناء الحلفاء في منطقة المشروع خشم القربة الزراعي و أقاموا هناك و هى داخل رقعه ناظرة الشكرية.
ووصل الملك فيصل إلى منطقة الحلفاء الذين كانوا في مرحلة استقرار ولم يكن هناك مسجد ، ووضع  الملك فيصل  رحمه الله حجر الأساس للمسجد العتيق و لايزال المسجد موجود الى الان و في ذلك الوقت التقطت الصورة."
11047,11047,91417,182823,"
نفذت أمانة الطائف ممثلة في بلدية جنوب الطائف الفرعية حملة سريعة على تعديات غير نظامية على اراضي ، اقيمت على مساحة تناهز 20 ألف متر مربع من الأراضي الحكومية البيضاء التي سطا عليها عدد من الاشخاص ، وتمثلت أشكال التعديات في إقامة أسوار من البلوك وغرف من الصفيح ، وأشكال مختلفة من إشغالات الأراضي مستولين على الاراضي بدون أي مسوغات نظامية.
وأوضحت وكالة الخدمات والبلديات الفرعية أنها نفذت أعمال الإزالة عقب التأكد من عدم وجود أوراق نظامية تخولهم استغلال الأراضي وساندت قوة أمنية ولجنة التعديات بجنوب الطائف فرق إزالة التعديات بالفرع خلال اعمال ازالة الاحداثات المخالفة.
وبينت الوكالة أنها لن تسمح بأي تجاوز  وتتعامل بشكل فوري مع أي شكل من أشكال التعدي على الأراضي الحكومية انفاذاً للتوجيهات السامية بهذا الخصوص وتعاميم وزارة الشؤون البلدية والقروية وإمارة منطقة مكة المكرمة.
وقد تابع أمين الطائف المهندس محمد بن هميل آل هميل أعمال الإزالة مشدداً على متابعة الأراضي المستهدفة من قبل المحدثين ، وإزالة التعديات فور حدوثها مع التأكد من المستمسكات الشرعية ورخص البناء ومنع اَي تعد على الاراضي الحكومية."
82120,82120,256962,513915,"
ألقى رجال الأمن في الباحة القبض على منتحل شخصية موظف الشركة السعودية للكهرباء.
وأوضح المتحدث الرسمي لشرطة منطقة الباحة العقيد سعد طراد أن أحد الأشخاص كان يضع ملصقات مشابهة لملصقات الشركة السعودية للكهرباء للإنذار بفصل الخدمة على عدادات المشتركين أصحاب المحلات التجارية خارج الدوام الرسمي، ثم يهدد أصحابها بفصل الخدمة ما لم يدفعوا له مبلغا ماليا.
وأضاف أنه من خلال تكثيف المتابعة الميدانية والتحريات تم التوصل للجاني والقبض عليه، واتضح أنه مواطن في العقد الرابع من العمر يعمل بإحدى الشركات المتقاولة مع شركة الكهرباء بمنطقة مكة المكرمة، وضبط بحوزته 52 ملصق إنذار عليه شعار شركة الكهرباء، و520 ملصق إشعار مخالفة عليه شعار شركة الكهرباء، و21 ملصق إشعار مخالفة عليه شعار شركة المياه الوطنية، وبسماع أقواله أقر بما نسب إليه وتم التحفظ عليه وإشعار هيئة التحقيق والادعاء العام لاتخاذ الإجراءات اللازمة."
27180,27180,3034,6056,"
شرعت أمانة الرياض في توزيع معقم أنتجته في مختبراتها المركزية مجانًا على سكان العاصمة في 25 موقعًا شملت الإشارات المرورية وعددًا من الجهات الحكومية، في إطار الجهود الاحترازية لمنع انتشار فايروس «كورونا» المستجد.
وأشارت أمانة الرياض اليوم الثلاثاء إلى أن مبادرتها في إتاحة المعقم لسكان المدينة يأتي ضمن توجيهات القيادة بالاهتمام بالمواطن والمقيم، وبمتابعة أمير منطقة الرياض الأمير فيصل بن بندر، ونائبه الأمير محمد بن عبدالرحمن، استشعاراً بضرورة تكاتف الجميع للحد من انتشار ايروس كورونا، وإيمانًا منها بأهمية المساهمة لوقاية المجتمع من الوباء، ورفع مستوى الوعي بتعقيم اليدين تماشيًا مع الإرشادات التي تقدمها وزارة الصحة.
وجندت الأمانة عدداً من الأشخاص لتوزيع المعقم بالمجان، منوهة إلى أنها ستستمر في توزيعه خلال الأيام القادمة، لضمان وصوله إلى أكبر شريحة ممكنة وبما يتوافق مع طاقتها الإنتاجية."
192793,192793,52777,105543,"
حرر الجيش الوطني، اليوم، مواقع جديدة في جبهة كتاف بمحافظة صعدة (معقل مليشيا الحوثي المدعومة من إيران )، بعد مواجهات خاضها ضد المليشيات المسلحة.
وقال مصدر عسكري، وفق ما نشرته وكالة الأنباء اليمنية، إن قوات الجيش الوطني مسنودة بطيران تحالف دعم الشرعية في اليمن تمكنت من تحرير ""جبال نهوقة"" و""التبة البيضاء"" و""تبة الطيران""، بجبهة كتاف.
وأضاف أن المواجهات أسفرت عن مصرع وإصابة العشرات من مليشيا الحوثي المدعومة إيرانياً، وفرار ما تبقى منهم."
250313,250313,178012,356015,"
أعلنت وزارة التجارة والاستثمار صدور حكم قضائي من المحكمة الإدارية بالرياض يقضي بثبوت مخالفة مواطن ومقيمان شقيقان من جنسية عربية لنظام مكافحة التستر التجاري، وذلك بعد كشف الوزارة تورطهم في تعبئة التمور داخل مسبح استراحة ملوث جنوب الرياض، وكان مراقبو الوزارة حينها قد رصدوا ضلوع العاملين في المقر بحشو التمور بمادة اللوز والتين وأنواع أخرى متعددة من المكسرات والفواكه المجففة ومن ثم إعادة تعبئتها  وتغليفها وتزوير علامات مشهورة عبر ملصقات وضعت على أغلفتها الخارجية لإيهام المستهلكين بجودتها العالية.
وبينت نتائج التحقيقات أن الدخل السنوي للمتستر عليهم جراء بيع التمور المغشوشة عن طريق المؤسسة المسجلة باسم المواطن بلغ حوالي 6 ملايين ريال سنوياً.
وتعود تفاصيل القضية إلى تلقي الوزارة بلاغ عن استراحة عشوائية في مدينة الرياض استغلت في تخزين التمور ومواد غذائية أخرى بطرق مخالفة للاشتراطات الصحية والبيئية، وخلال تفتيش المقر لاحظ المراقبون وجود كميات كبيرة من التمور والفواكه المجففة الفاسدة داخل دورات مياه ومقرات العمالة، إضافة إلى كميات كبيرة من الملصقات والعبوات المزورة المعدة لغش وخداع المستهلكين.
كما ضبط المراقبون فواتير شراء وأختام وبطاقة صرف آلي بحوزة المتستر عليهم في بيع وتسويق الكميات في السوق المحلية، وأثناء التحقيق أقر المتهمان باستخدامهم الحساب البنكي الشخصي في أعمال المؤسسة كما ضبطت بحوزتهم مبالغ مالية كبيرة وعملات أجنبية.
كما تم ضبط 8 مكائن يدوية لتعبئة وتغليف التمور و180 كرتون تمور معبأ عدد كبير منها محشو باللوز، إضافة إلى 45 كرتون يستخدم لأغراض التعبئة ،و150 ألف ملصق يحمل عبارة تمور عالية الجودة و""خلاص فاخر"" و""سكري فاخر"" وغيره، وأكثر من 600 كرتون فارغ كتب عليه عبارة ""خلاص أشيقر"".
وبناء عليه أغلقت الوزارة المقر وضبطت جميع الكميات، واستكملت متابعة تطبيق العقوبات على المخالفين حيث أحيلت القضية إلى النيابة العامة والتي بدورها أحالتها إلى المحكمة الإدارية والتي أصدرت حكما يقضي  بإدانة المواطن والمقيمان الشقيقين من جنسية عربية بمخالفة نظام مكافحة التستر والحكم بغرامة مالية على المتستر والمتستر عليهم ، وإبعاد المتستر عليهما عن البلاد ومنعهما من دخول المملكة.
واستناداً إلى المادة الأولى من نظام مكافحة التستر التجاري فإنه لا يجوز لغير السعودي في جميع الأحوال أن يمارس أو يستثمر في أي نشاط غير مرخص له بممارسته أو الاستثمار فيه، كما أوضحت المادة المذكورة أنه يعتبر متستراً كل من يمكن غير السعودي من الاستثمار في أي نشاط محظور عليه الاستثمار فيه أو ممارسة أي نشاط محظور عليه ممارسته سواءً كان ذلك عن طريق استعمال اسمه أو ترخيصه أو سجله التجاري أو بأي طريقة أخرى."
53452,53452,11221,22430,"
سيكون قرابة 100 مليون شخص داخل الولايات المتحدة على موعد مع نهائي كأس دوري كرة القدم الأميركية ""سوبر بول"" الـ 54 والذي سيقام في مدينة ميامي في ولاية فلوريدا جنوبي البلاد في الساعة 2:30 فجر غد الاثنين بتوقيت الرياض ويجمع فريقي سان فرانسيسكو فورتي ناينرز “49ers” وفريق كانساس سيتي تشيفز، إذ يبحث الأول عن لقبه السادس فيما يتطلع الفريق القادم من ولاية ميزوري عن لقبه الثاني.
وسيحتضن ملعب ميامي هارد روك الذي يتسع لقرابة 70 ألف متفرج المباراة التي تقام في عطلة نهاية الأسبوع الأول من فبراير في كل عام، وهي المناسبة الرياضية الأضخم في الولايات المتحدة والتي تكون محط أنظار المهتمين باقتصاديات الرياضة والتسويق الرياضي في كل أنحاء العالم، وكانت النسخة الأخيرة من البطولة ذهبت لفريق نيو إنغلاند واريورز الذي فاز بسهولة على لوس أنجليس رامز بنتيجة 13-3.
وأُقيمت تلك المباراة في مدينة أتلانتا التابعة لولاية جورجيا والتي ارتفعت فيها نسبة إشغال الغرف الفندقية بشكل غير مسبوق وارتفعت الأسعار بحسب تقارير اقتصادية من معدل 190 دولاراً لليلة الواحدة إلى 510 دولارات بالتزامن مع إقامة المباراة، في حين كانت الأنظار تتجه إلى الإعلانات التي تشهدها فترة الاستراحة في منتصف المباراة، والتي يتم فيها عرض العديد من الإعلانات لأكبر الكيانات التجارية على مستوى العالم والولايات المتحدة بمختلف الصناعات.
وفي الموسم الماضي قدرت تقارير اقتصادية أميركية قيمة الإعلان الواحد لمدة نصف دقيقة بخمسة ملايين و300 ألف دولار أميركي (قرابة 20 مليون ريال وهي أرقام أقل من تلك التي سجلتها النسخة الـ52 في 2018،  إذ تراجعت إيرادات من 408 ملايين دولار إلى 382 مليوناً، في حين كانت أرقام المشاهدات التلفزيونية في نسخة الموسم الماضي سجلت انخفاضاً ملحوظاً بتسجيل رقم ضعيف بلغ 98,2 مليون مشاهد داخل الولايات المتحدة، وهو أقل من النسخة التي سبقتها بأكثر من 5 بالمائة، في وقت سجلت نسخة 2015 الرقم الأعلى بعدما تجاوز عدد المشاهدين 114 مليون مشاهد، على مختلف المنصات.
الـ «49ers» بحثاً عن السادسة والـ «شيفز» من أجل ثاني الألقاب
وعادة ما تبلغ أعداد المشاهدات التلفزيونية ذروتها في الفترة ما بين الشوطين، إذ سجل نهائي 2017 رقماً قياسياً بتجاوز حاجز الـ 150 مليون مشاهد للعرض الموسيقي الذي قدمته النجمة ليدي غاغا، وكانت تلك النسخة أحد أكثر المناسبات تحقيقاً للإيردات من الإعلانات التجارية، وهو ماربطه كثير من المحللين بوجود ليدي غاغا في الحدث، إذ وصلت إلى 419 مليون دولار فقط من خلال الإعلانات أثناء المباراة علاوة على الحراك الاقتصادي في مختلف مناحي الحياة في المدينة التي تستضيف المباراة، وفي بقية المدن في الولايات الأميركية كافة، إذ يقفز الحدث الكبير بأعداد الزبائن خصوصاً في المطاعم وأماكن التسوق التي يوجد بها مطاعم وشاشات ضخمة، إذ تزدحم الأسواق والمطاعم والأماكن الترفيهية في عطلة نهاية الأسبوع في أرجاء البلاد.
وفي الموسم الماضي أنفقت مدينة أتلانتا من خلال حكومتها المحلية وقطاعات الأعمال ما يزيد عن 50 مليون دولار بحثاً عن إيرادات وعوائد تعزز من النمو الاقتصادي للمدينة علاوة على تسبب الحدث بخلق المزيد من الوظائف المؤقتة، وهو ماتحقق بعدما لامست العوائد حاجز النصف مليار دولار فضلاً عن المكاسب الاقتصادية غير المباشرة والتسويق لاسم المدينة.
وتنوعت الشركات المعلنة في النسخة الـ 53 من الحدث إذ تصدرت شركتا التقنية العملاقتان ""غوغل"" و ""مايكروسوفت"" السباق الإعلاني أمام شركات كبرى مثل شركة الاتصالات الأميركية ""تي موبيل"" وشركة السيارات اليابانية ""تويوتا"" ليحصل الكيانان التقنيان على الحصة الأكبر من الإعلانات من حيث المدة الزمنية والقيمة المالية.



بريدي قائد نيو انجلند بعد فوزهم ببطولة العام الماضي"
65157,65157,107001,213991,"
يواصل مهرجان المدينة المنورة الدولي للتمور في نسخة الأولى ""تمورنا بركة"" والذي انطلق منتصف الشهر الجاري برعاية صاحب السمو الملكي الأمير فيصل بن سلمان أمير المنطقة فعالياته لليوم الثامن على التوالي.
وأشاد منتجون بما يضفيه المهرجان من قيمة سوقية لتمور المدينة المباركة على أرض رحبه تمتد بمساحة 150 ألف م2 مستهدفاً الأهالي والزوار إلى جانب تسهيل حركة نقل الشحنات داخل ساحات الحراج عوضاً عن موقع السوق السابق داخل حلقة سوق الخضار المركزي في منطقة مكتظة بالمركبات والمحلات التجارية غير المتخصصة بقطاع التمور.
وقال مزارعون بأن حركة نقل الشحنات في الموقع السابق كانت تستغرق ما بين ساعتين إلى ثلاث حتى الدخول لساحات الحراج في ذروة الإنتاج الأمر الذي كان يترتب عليه تعرض الكثير من شحنات الرطب للتلف قبل دخولها لساحات الحراج إضافة إلى زيادة عدد دلالي السوق في المهرجان ثلاثة أضعاف العدد السابق بما يتناسب مع حجم المبيعات الضخم الذي سجل أرقام مبيعات مليونية مع نهاية الأسبوع الأول للمهرجان."
